"","countrycode","date","apple_driving","apple_walking","apple_transit"
"1","ALB",2020-01-13,100,100,NA
"2","ALB",2020-01-14,95.3,100.68,NA
"3","ALB",2020-01-15,101.43,98.93,NA
"4","ALB",2020-01-16,97.2,98.46,NA
"5","ALB",2020-01-17,103.55,100.85,NA
"6","ALB",2020-01-18,112.67,100.13,NA
"7","ALB",2020-01-19,104.83,82.13,NA
"8","ALB",2020-01-20,94.39,95.65,NA
"9","ALB",2020-01-21,94.07,97.78,NA
"10","ALB",2020-01-22,93.51,95.39,NA
"11","ALB",2020-01-23,92.94,94.24,NA
"12","ALB",2020-01-24,102.13,93.73,NA
"13","ALB",2020-01-25,102.38,97.06,NA
"14","ALB",2020-01-26,101.41,77.27,NA
"15","ALB",2020-01-27,94.62,83.37,NA
"16","ALB",2020-01-28,89.12,82.73,NA
"17","ALB",2020-01-29,90.17,84.39,NA
"18","ALB",2020-01-30,90.21,88.19,NA
"19","ALB",2020-01-31,97.71,90.79,NA
"20","ALB",2020-02-01,102.5,88.7,NA
"21","ALB",2020-02-02,108.92,79.32,NA
"22","ALB",2020-02-03,92.82,87.12,NA
"23","ALB",2020-02-04,91.48,88.06,NA
"24","ALB",2020-02-05,93.99,99.4,NA
"25","ALB",2020-02-06,96.72,85.84,NA
"26","ALB",2020-02-07,102.46,94.63,NA
"27","ALB",2020-02-08,103.29,99.74,NA
"28","ALB",2020-02-09,107.83,81.41,NA
"29","ALB",2020-02-10,87.99,90.19,NA
"30","ALB",2020-02-11,94.18,90.45,NA
"31","ALB",2020-02-12,94.62,94.16,NA
"32","ALB",2020-02-13,99.7,95.69,NA
"33","ALB",2020-02-14,139.3,109.21,NA
"34","ALB",2020-02-15,123.9,108.4,NA
"35","ALB",2020-02-16,129.41,84.52,NA
"36","ALB",2020-02-17,102.24,96.63,NA
"37","ALB",2020-02-18,88.09,87.38,NA
"38","ALB",2020-02-19,88.17,81.49,NA
"39","ALB",2020-02-20,94.48,87.21,NA
"40","ALB",2020-02-21,100.62,93.52,NA
"41","ALB",2020-02-22,111.02,94.5,NA
"42","ALB",2020-02-23,113.5,74.8,NA
"43","ALB",2020-02-24,86.95,87.25,NA
"44","ALB",2020-02-25,83.01,81.41,NA
"45","ALB",2020-02-26,85.44,77.78,NA
"46","ALB",2020-02-27,82.73,74.5,NA
"47","ALB",2020-02-28,89.7,81.19,NA
"48","ALB",2020-02-29,95.48,87.97,NA
"49","ALB",2020-03-01,100.43,78.42,NA
"50","ALB",2020-03-02,89.25,94.88,NA
"51","ALB",2020-03-03,91.02,95.65,NA
"52","ALB",2020-03-04,89.72,91.13,NA
"53","ALB",2020-03-05,94.87,94.46,NA
"54","ALB",2020-03-06,102.82,103.8,NA
"55","ALB",2020-03-07,109.92,92.92,NA
"56","ALB",2020-03-08,110.07,82.47,NA
"57","ALB",2020-03-09,79.68,87.25,NA
"58","ALB",2020-03-10,68.24,63.37,NA
"59","ALB",2020-03-11,51.77,46.7,NA
"60","ALB",2020-03-12,43.79,37.87,NA
"61","ALB",2020-03-13,24.99,31.43,NA
"62","ALB",2020-03-14,24.61,37.78,NA
"63","ALB",2020-03-15,30.93,37.44,NA
"64","ALB",2020-03-16,24.69,35.95,NA
"65","ALB",2020-03-17,24.95,30.87,NA
"66","ALB",2020-03-18,24.65,33.56,NA
"67","ALB",2020-03-19,24.5,36.84,NA
"68","ALB",2020-03-20,26.31,32.62,NA
"69","ALB",2020-03-21,20.39,27.12,NA
"70","ALB",2020-03-22,19.29,22.64,NA
"71","ALB",2020-03-23,22.62,25.93,NA
"72","ALB",2020-03-24,21.61,25.88,NA
"73","ALB",2020-03-25,21.98,25.42,NA
"74","ALB",2020-03-26,23.07,23.03,NA
"75","ALB",2020-03-27,23.94,28.27,NA
"76","ALB",2020-03-28,19.49,24.69,NA
"77","ALB",2020-03-29,21.78,20.26,NA
"78","ALB",2020-03-30,23.66,22.9,NA
"79","ALB",2020-03-31,25.11,25.93,NA
"80","ALB",2020-04-01,25.02,23.5,NA
"81","ALB",2020-04-02,25.2,26.65,NA
"82","ALB",2020-04-03,24.11,27.76,NA
"83","ALB",2020-04-04,20.54,24.9,NA
"84","ALB",2020-04-05,22.54,23.92,NA
"85","ALB",2020-04-06,26.4,31.13,NA
"86","ALB",2020-04-07,26.03,25.8,NA
"87","ALB",2020-04-08,26.43,29.81,NA
"88","ALB",2020-04-09,26.7,28.96,NA
"89","ALB",2020-04-10,26.32,27.29,NA
"90","ALB",2020-04-11,25.47,27.63,NA
"91","ALB",2020-04-12,24.89,29.59,NA
"92","ALB",2020-04-13,32.64,35.52,NA
"93","ALB",2020-04-14,31.43,38.08,NA
"94","ALB",2020-04-15,30.67,35.48,NA
"95","ALB",2020-04-16,30,39.15,NA
"96","ALB",2020-04-17,29.26,34.58,NA
"97","ALB",2020-04-18,22.94,27.76,NA
"98","ALB",2020-04-19,24.55,27.93,NA
"99","ALB",2020-04-20,31.51,36.72,NA
"100","ALB",2020-04-21,33.59,34.46,NA
"101","ALB",2020-04-22,31.69,35.39,NA
"102","ALB",2020-04-23,33.94,34.8,NA
"103","ALB",2020-04-24,30.22,34.63,NA
"104","ALB",2020-04-25,25.22,29,NA
"105","ALB",2020-04-26,30.39,35.22,NA
"106","ALB",2020-04-27,37.39,41.83,NA
"107","ALB",2020-04-28,36.69,37.53,NA
"108","ALB",2020-04-29,35.9,41.49,NA
"109","ALB",2020-04-30,38.09,38.25,NA
"110","ALB",2020-05-01,37.23,38.68,NA
"111","ALB",2020-05-02,29.36,32.28,NA
"112","ALB",2020-05-03,36,43.41,NA
"113","ALB",2020-05-04,43.69,49.59,NA
"114","ALB",2020-05-05,42.61,46.44,NA
"115","ALB",2020-05-06,43.11,52.84,NA
"116","ALB",2020-05-07,46.13,52.37,NA
"117","ALB",2020-05-08,45.78,48.1,NA
"118","ALB",2020-05-09,41.59,44.86,NA
"119","ALB",2020-05-10,45.39,68.87,NA
"120","ALB",2020-05-11,NA,NA,NA
"121","ALB",2020-05-12,NA,NA,NA
"122","ALB",2020-05-13,49.19,61.79,NA
"123","ALB",2020-05-14,50.2,56.46,NA
"124","ALB",2020-05-15,48.3,54.41,NA
"125","ALB",2020-05-16,46.78,48.36,NA
"126","ALB",2020-05-17,45.51,45.2,NA
"127","ALB",2020-05-18,56.09,67.46,NA
"128","ALB",2020-05-19,51.12,63.2,NA
"129","ALB",2020-05-20,59.04,66.57,NA
"130","ALB",2020-05-21,61.14,67.97,NA
"131","ALB",2020-05-22,65.34,68.49,NA
"132","ALB",2020-05-23,56.11,48.02,NA
"133","ALB",2020-05-24,53.39,42.56,NA
"134","ALB",2020-05-25,73.94,74.97,NA
"135","ALB",2020-05-26,66.27,70.66,NA
"136","ALB",2020-05-27,65.59,65.67,NA
"137","ALB",2020-05-28,66.11,67.16,NA
"138","ALB",2020-05-29,67.85,69.89,NA
"139","ALB",2020-05-30,67.47,56.67,NA
"140","ALB",2020-05-31,68.61,59.53,NA
"141","ALB",2020-06-01,90.62,84.18,NA
"142","ALB",2020-06-02,88.33,93.86,NA
"143","ALB",2020-06-03,89.97,87.72,NA
"144","ALB",2020-06-04,84.3,94.75,NA
"145","ALB",2020-06-05,93.46,83.24,NA
"146","ALB",2020-06-06,102.16,81.96,NA
"147","ALB",2020-06-07,111.59,87.25,NA
"148","ALB",2020-06-08,93.78,87.38,NA
"149","ALB",2020-06-09,95.51,90.83,NA
"150","ALB",2020-06-10,92.69,91.09,NA
"151","ALB",2020-06-11,96.27,89.13,NA
"152","ALB",2020-06-12,115.3,97.74,NA
"153","ALB",2020-06-13,126.24,97.95,NA
"154","ALB",2020-06-14,129.96,77.91,NA
"155","ALB",2020-06-15,101.84,88.49,NA
"156","ALB",2020-06-16,97.59,92.28,NA
"157","ALB",2020-06-17,95.12,89.77,NA
"158","ALB",2020-06-18,99.95,94.63,NA
"159","ALB",2020-06-19,119.85,96.59,NA
"160","ALB",2020-06-20,136.26,97.74,NA
"161","ALB",2020-06-21,128.16,84.18,NA
"162","ALB",2020-06-22,109.24,96.67,NA
"163","ALB",2020-06-23,105.57,97.83,NA
"164","ALB",2020-06-24,113.27,103.88,NA
"165","ALB",2020-06-25,115.8,105.03,NA
"166","ALB",2020-06-26,133.38,113.26,NA
"167","ALB",2020-06-27,155.72,107.46,NA
"168","ALB",2020-06-28,161.94,103.24,NA
"169","ALB",2020-06-29,130.65,146.01,NA
"170","ALB",2020-06-30,124.9,111.47,NA
"171","ALB",2020-07-01,132.89,108.4,NA
"172","ALB",2020-07-02,139.08,119.32,NA
"173","ALB",2020-07-03,160.34,125.76,NA
"174","ALB",2020-07-04,175.05,116.59,NA
"175","ALB",2020-07-05,177.07,105.16,NA
"176","ALB",2020-07-06,136.78,119.19,NA
"177","ALB",2020-07-07,126.97,113.73,NA
"178","ALB",2020-07-08,133.58,110.19,NA
"179","ALB",2020-07-09,141.22,114.84,NA
"180","ALB",2020-07-10,173.05,130.7,NA
"181","ALB",2020-07-11,186.83,123.84,NA
"182","ALB",2020-07-12,181.11,109.81,NA
"183","ALB",2020-07-13,146.93,118.08,NA
"184","ALB",2020-07-14,145.32,120.04,NA
"185","ALB",2020-07-15,144.73,126.14,NA
"186","ALB",2020-07-16,153,137.78,NA
"187","ALB",2020-07-17,169.21,128.27,NA
"188","ALB",2020-07-18,178.32,137.61,NA
"189","ALB",2020-07-19,185.37,107.59,NA
"190","ALB",2020-07-20,166.63,136.33,NA
"191","ALB",2020-07-21,162.41,127.42,NA
"192","ALB",2020-07-22,164.63,128.96,NA
"193","ARG",2020-01-13,100,100,NA
"194","ARG",2020-01-14,97.07,95.11,NA
"195","ARG",2020-01-15,102.45,101.37,NA
"196","ARG",2020-01-16,111.21,112.67,NA
"197","ARG",2020-01-17,118.45,116.72,NA
"198","ARG",2020-01-18,124.01,114.14,NA
"199","ARG",2020-01-19,95.44,84.54,NA
"200","ARG",2020-01-20,95.13,101.37,NA
"201","ARG",2020-01-21,95.42,106.12,NA
"202","ARG",2020-01-22,97.66,104.91,NA
"203","ARG",2020-01-23,99.42,102.56,NA
"204","ARG",2020-01-24,113.34,104.88,NA
"205","ARG",2020-01-25,118.23,98.83,NA
"206","ARG",2020-01-26,91.31,73.64,NA
"207","ARG",2020-01-27,93.37,94.27,NA
"208","ARG",2020-01-28,91.12,93.86,NA
"209","ARG",2020-01-29,92.35,92.2,NA
"210","ARG",2020-01-30,96.74,96,NA
"211","ARG",2020-01-31,111.24,98.99,NA
"212","ARG",2020-02-01,123.96,97.42,NA
"213","ARG",2020-02-02,89.01,67.21,NA
"214","ARG",2020-02-03,91.66,95.18,NA
"215","ARG",2020-02-04,89.18,96.25,NA
"216","ARG",2020-02-05,94.49,100.39,NA
"217","ARG",2020-02-06,95.98,99.1,NA
"218","ARG",2020-02-07,111.12,105,NA
"219","ARG",2020-02-08,121.53,106.45,NA
"220","ARG",2020-02-09,89.23,73.12,NA
"221","ARG",2020-02-10,96.42,104.2,NA
"222","ARG",2020-02-11,96.97,105.87,NA
"223","ARG",2020-02-12,101.68,111.47,NA
"224","ARG",2020-02-13,104.9,113.2,NA
"225","ARG",2020-02-14,122.91,128.75,NA
"226","ARG",2020-02-15,127.62,103.47,NA
"227","ARG",2020-02-16,88.2,69.12,NA
"228","ARG",2020-02-17,92.28,93.42,NA
"229","ARG",2020-02-18,98.15,111.49,NA
"230","ARG",2020-02-19,98.96,107.02,NA
"231","ARG",2020-02-20,104.71,111.36,NA
"232","ARG",2020-02-21,132.57,124.13,NA
"233","ARG",2020-02-22,141.76,120.44,NA
"234","ARG",2020-02-23,108.21,100.5,NA
"235","ARG",2020-02-24,107.92,96.6,NA
"236","ARG",2020-02-25,99.51,82.59,NA
"237","ARG",2020-02-26,96.38,107.79,NA
"238","ARG",2020-02-27,97.96,110.62,NA
"239","ARG",2020-02-28,116.77,124.18,NA
"240","ARG",2020-02-29,117.72,108.49,NA
"241","ARG",2020-03-01,81.13,68.5,NA
"242","ARG",2020-03-02,86.76,101.01,NA
"243","ARG",2020-03-03,88.9,104.39,NA
"244","ARG",2020-03-04,92.74,108.23,NA
"245","ARG",2020-03-05,97.45,113.92,NA
"246","ARG",2020-03-06,118.32,126.7,NA
"247","ARG",2020-03-07,122.78,112.81,NA
"248","ARG",2020-03-08,80.36,70.94,NA
"249","ARG",2020-03-09,89.28,109.38,NA
"250","ARG",2020-03-10,89.29,109.62,NA
"251","ARG",2020-03-11,82.73,83.06,NA
"252","ARG",2020-03-12,86.67,106.85,NA
"253","ARG",2020-03-13,98.75,104.31,NA
"254","ARG",2020-03-14,84.77,70.31,NA
"255","ARG",2020-03-15,47.7,43.64,NA
"256","ARG",2020-03-16,53.57,51.55,NA
"257","ARG",2020-03-17,45.44,35.57,NA
"258","ARG",2020-03-18,43.21,31.96,NA
"259","ARG",2020-03-19,43.9,29.97,NA
"260","ARG",2020-03-20,16.77,11.75,NA
"261","ARG",2020-03-21,12.54,9.11,NA
"262","ARG",2020-03-22,8.74,6.96,NA
"263","ARG",2020-03-23,10.08,8.36,NA
"264","ARG",2020-03-24,10.76,8.05,NA
"265","ARG",2020-03-25,14.86,10.92,NA
"266","ARG",2020-03-26,14.58,10.53,NA
"267","ARG",2020-03-27,15.45,11.3,NA
"268","ARG",2020-03-28,13.34,10.73,NA
"269","ARG",2020-03-29,9.92,7.77,NA
"270","ARG",2020-03-30,14.59,11.37,NA
"271","ARG",2020-03-31,12.65,9.79,NA
"272","ARG",2020-04-01,15.79,11.78,NA
"273","ARG",2020-04-02,16.48,11.23,NA
"274","ARG",2020-04-03,17.15,12.44,NA
"275","ARG",2020-04-04,15.13,10.97,NA
"276","ARG",2020-04-05,11.53,9.12,NA
"277","ARG",2020-04-06,17.24,11.85,NA
"278","ARG",2020-04-07,18.55,13.49,NA
"279","ARG",2020-04-08,19.95,15.51,NA
"280","ARG",2020-04-09,19.8,14.65,NA
"281","ARG",2020-04-10,16.8,13.58,NA
"282","ARG",2020-04-11,19.4,15.75,NA
"283","ARG",2020-04-12,12.89,10.45,NA
"284","ARG",2020-04-13,21.1,16.35,NA
"285","ARG",2020-04-14,22.29,16.66,NA
"286","ARG",2020-04-15,23.55,17.42,NA
"287","ARG",2020-04-16,24.4,18.18,NA
"288","ARG",2020-04-17,27.17,18.8,NA
"289","ARG",2020-04-18,23.19,17.03,NA
"290","ARG",2020-04-19,14.54,10.59,NA
"291","ARG",2020-04-20,26.67,18.44,NA
"292","ARG",2020-04-21,27.25,19.01,NA
"293","ARG",2020-04-22,27.61,18.47,NA
"294","ARG",2020-04-23,28.73,20.39,NA
"295","ARG",2020-04-24,30.99,22.32,NA
"296","ARG",2020-04-25,25.92,23.31,NA
"297","ARG",2020-04-26,16.57,16.36,NA
"298","ARG",2020-04-27,27.45,18.48,NA
"299","ARG",2020-04-28,27.12,17.49,NA
"300","ARG",2020-04-29,32.22,22.78,NA
"301","ARG",2020-04-30,34.45,24.8,NA
"302","ARG",2020-05-01,22.69,16.62,NA
"303","ARG",2020-05-02,28.23,20.61,NA
"304","ARG",2020-05-03,16.44,12.44,NA
"305","ARG",2020-05-04,32.01,21.35,NA
"306","ARG",2020-05-05,33.63,22.63,NA
"307","ARG",2020-05-06,35.13,23.84,NA
"308","ARG",2020-05-07,35.56,23.84,NA
"309","ARG",2020-05-08,40.25,30.63,NA
"310","ARG",2020-05-09,33.82,24.84,NA
"311","ARG",2020-05-10,19.82,15.58,NA
"312","ARG",2020-05-11,NA,NA,NA
"313","ARG",2020-05-12,NA,NA,NA
"314","ARG",2020-05-13,38.87,28.33,NA
"315","ARG",2020-05-14,41.01,28.44,NA
"316","ARG",2020-05-15,44.34,31.63,NA
"317","ARG",2020-05-16,38.29,28.81,NA
"318","ARG",2020-05-17,22.01,18.49,NA
"319","ARG",2020-05-18,40.01,30.79,NA
"320","ARG",2020-05-19,41.34,30.37,NA
"321","ARG",2020-05-20,41.53,28.85,NA
"322","ARG",2020-05-21,41.52,29.04,NA
"323","ARG",2020-05-22,47.52,31.99,NA
"324","ARG",2020-05-23,41.34,31.4,NA
"325","ARG",2020-05-24,23.81,16.83,NA
"326","ARG",2020-05-25,28.11,21.37,NA
"327","ARG",2020-05-26,40.86,30.85,NA
"328","ARG",2020-05-27,42.91,33.27,NA
"329","ARG",2020-05-28,43.77,32.63,NA
"330","ARG",2020-05-29,48.26,34.67,NA
"331","ARG",2020-05-30,40.39,28.7,NA
"332","ARG",2020-05-31,23.77,17.4,NA
"333","ARG",2020-06-01,39.64,29.5,NA
"334","ARG",2020-06-02,41.88,31.25,NA
"335","ARG",2020-06-03,43.77,30.65,NA
"336","ARG",2020-06-04,45.84,31.93,NA
"337","ARG",2020-06-05,52.26,37.34,NA
"338","ARG",2020-06-06,47.48,33.53,NA
"339","ARG",2020-06-07,27.32,19.6,NA
"340","ARG",2020-06-08,44.06,34.36,NA
"341","ARG",2020-06-09,47,35.81,NA
"342","ARG",2020-06-10,48.1,36.25,NA
"343","ARG",2020-06-11,49.36,36.61,NA
"344","ARG",2020-06-12,56.59,41.45,NA
"345","ARG",2020-06-13,52.09,35.27,NA
"346","ARG",2020-06-14,30.96,21.26,NA
"347","ARG",2020-06-15,33.74,25.34,NA
"348","ARG",2020-06-16,48.36,35.8,NA
"349","ARG",2020-06-17,49.04,36.15,NA
"350","ARG",2020-06-18,50.71,37.47,NA
"351","ARG",2020-06-19,60.57,42.79,NA
"352","ARG",2020-06-20,57.48,40.95,NA
"353","ARG",2020-06-21,32.01,24,NA
"354","ARG",2020-06-22,42.79,31.28,NA
"355","ARG",2020-06-23,46.38,33.56,NA
"356","ARG",2020-06-24,48.12,34.09,NA
"357","ARG",2020-06-25,50.61,36.12,NA
"358","ARG",2020-06-26,57.83,40.08,NA
"359","ARG",2020-06-27,53.58,36.86,NA
